Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
05/07/2024 16:08,16:08:00,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,null,null,No,null,309,Cash,24,4,3.6,#NAME?
04/07/2024 22:11,22:11:00,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,null,null,null,Personal & Car related issue,null,null,782,null,0,null,null,#NAME?
08/07/2024 16:35,16:35:00,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,null,null,null,Personal & Car related issue,null,null,208,null,0,null,null,#NAME?
03/07/2024 03:58,03:58:00,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,null,null,AC is Not working,null,null,null,567,null,0,null,null,#NAME?
26/07/2024 21:54,21:54:00,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,null,null,No,null,228,Cash,13,3.7,4.6,#NAME?
20/07/2024 03:56,03:56:00,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,null,null,No,null,364,Credit Card,5,4,4.8,#NAME?
04/07/2024 04:33,04:33:00,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,null,null,No,null,2944,Cash,3,4.6,4.8,#NAME?
14/07/2024 10:04,10:04:00,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,null,null,No,null,412,Cash,9,4.8,4.5,#NAME?
15/07/2024 07:52,07:52:00,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,null,null,No,null,216,Cash,17,4.5,3.4,#NAME?
01/07/2024 02:13,02:13:00,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,null,null,null,null,null,null,2143,null,0,null,null,#NAME?
07/07/2024 04:55,04:55:00,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,172,null,0,null,null,#NAME?
11/07/2024 17:35,17:35:00,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,null,null,No,null,2429,Cash,33,3.9,3.1,#NAME?
04/07/2024 18:01,18:01:00,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,null,null,No,null,809,UPI,1,3.9,3.4,#NAME?
11/07/2024 09:55,09:55:00,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,null,null,No,null,451,UPI,4,3.2,3.6,#NAME?
03/07/2024 20:03,20:03:00,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,null,null,No,null,133,UPI,21,4.1,5,#NAME?
09/07/2024 09:04,09:04:00,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,null,null,null,Personal & Car related issue,null,null,367,null,0,null,null,#NAME?
10/07/2024 20:01,20:01:00,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,null,null,null,null,null,null,742,null,0,null,null,#NAME?
03/07/2024 23:05,23:05:00,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,null,null,Yes,Customer Demand,489,Cash,2,4.8,4.4,#NAME?
21/07/2024 09:59,09:59:00,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,null,null,No,null,506,Cash,31,3.6,4.9,#NAME?
14/07/2024 03:57,03:57:00,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,null,null,null,null,null,null,601,null,0,null,null,#NAME?
01/07/2024 06:47,06:47:00,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,null,null,No,null,379,UPI,27,3.4,3.8,#NAME?
07/07/2024 22:18,22:18:00,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,null,null,AC is Not working,null,null,null,241,null,0,null,null,#NAME?
15/07/2024 22:30,22:30:00,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,null,null,null,null,null,null,204,null,0,null,null,#NAME?
24/07/2024 21:04,21:04:00,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,null,null,null,Customer was coughing/sick,null,null,482,null,0,null,null,#NAME?
27/07/2024 12:50,12:50:00,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,null,null,No,null,577,Cash,17,3.4,3.5,#NAME?
20/07/2024 16:55,16:55:00,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,null,null,AC is Not working,null,null,null,892,null,0,null,null,#NAME?
30/07/2024 17:13,17:13:00,CNR4776471359,Canceled by Customer,CID479951,eBike,Hosur Road,Jayanagar,null,null,Driver asked to cancel,null,null,null,674,null,0,null,null,#NAME?
28/07/2024 13:42,13:42:00,CNR3700416786,Canceled by Customer,CID160458,Prime SUV,Shivajinagar,Electronic City,null,null,Change of plans,null,null,null,447,null,0,null,null,#NAME?
11/07/2024 07:33,07:33:00,CNR3462340628,Canceled by Driver,CID239124,Prime SUV,RT Nagar,Malleshwaram,null,null,null,More than permitted people in there,null,null,148,null,0,null,null,#NAME?
28/07/2024 18:18,18:18:00,CNR5219382157,Canceled by Driver,CID229314,Prime SUV,Basavanagudi,Shantinagar,null,null,null,More than permitted people in there,null,null,101,null,0,null,null,#NAME?
02/07/2024 15:13,15:13:00,CNR4165442717,Driver Not Found,CID746578,eBike,Chamarajpet,Richmond Town,null,null,null,null,null,null,231,null,0,null,null,#NAME?
01/07/2024 19:03,19:03:00,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,null,null,No,null,172,UPI,5,3.1,3.1,#NAME?
25/07/2024 01:41,01:41:00,CNR1998845379,Success,CID587485,Auto,Majestic,Bannerghatta Road,77,60,null,null,No,null,186,UPI,18,3.2,4.3,#NAME?
10/07/2024 22:55,22:55:00,CNR4936120069,Success,CID888986,Auto,Cox Town,Vijayanagar,217,75,null,null,No,null,943,UPI,8,4.3,4.9,#NAME?
19/07/2024 04:23,04:23:00,CNR3611954724,Canceled by Customer,CID835376,Bike,Mysore Road,Hennur,null,null,Wrong Address,null,null,null,255,null,0,null,null,#NAME?
14/07/2024 23:27,23:27:00,CNR7597276757,Driver Not Found,CID788243,Prime SUV,Peenya,Malleshwaram,null,null,null,null,null,null,121,null,0,null,null,#NAME?
04/07/2024 20:49,20:49:00,CNR6716480946,Canceled by Driver,CID709344,Mini,Nagarbhavi,Varthur,null,null,null,Customer was coughing/sick,null,null,255,null,0,null,null,#NAME?
04/07/2024 13:43,13:43:00,CNR6482129028,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112,115,null,null,No,null,2109,Cash,2,3.1,4.5,#NAME?
27/07/2024 05:05,05:05:00,CNR6666854548,Success,CID956886,Bike,Yelahanka,Hosur Road,42,90,null,null,No,null,415,Cash,4,4.1,3.2,#NAME?
20/07/2024 21:28,21:28:00,CNR9333273492,Success,CID604552,Prime Sedan,Chickpet,Majestic,105,115,null,null,No,null,594,UPI,21,4.1,4.6,#NAME?
17/07/2024 16:19,16:19:00,CNR3920498221,Driver Not Found,CID266826,Prime Sedan,Electronic City,Shantinagar,null,null,null,null,null,null,984,null,0,null,null,#NAME?
16/07/2024 16:04,16:04:00,CNR8705137963,Success,CID925665,Auto,Bellandur,BTM Layout,147,70,null,null,No,null,727,UPI,12,3.1,4.8,#NAME?
11/07/2024 11:32,11:32:00,CNR8273757466,Success,CID743092,eBike,JP Nagar,Richmond Town,112,125,null,null,No,null,515,Cash,25,4.3,4.4,#NAME?
06/07/2024 11:26,11:26:00,CNR3132012889,Canceled by Driver,CID969345,Auto,Yelahanka,Basavanagudi,null,null,null,Personal & Car related issue,null,null,848,null,0,null,null,#NAME?
03/07/2024 10:41,10:41:00,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,JP Nagar,231,35,null,null,No,null,997,UPI,40,3.8,3.1,#NAME?
25/07/2024 15:57,15:57:00,CNR5983043846,Success,CID608437,Mini,Hebbal,BTM Layout,217,130,null,null,No,null,191,UPI,1,3.3,3.6,#NAME?
04/07/2024 03:04,03:04:00,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,Magadi Road,168,125,null,null,No,null,996,UPI,34,3.3,3.8,#NAME?
29/07/2024 09:16,09:16:00,CNR6296806775,Driver Not Found,CID515549,Bike,Kammanahalli,Mysore Road,null,null,null,null,null,null,378,null,0,null,null,#NAME?
06/07/2024 15:45,15:45:00,CNR1105102697,Driver Not Found,CID657524,Mini,JP Nagar,Ulsoor,null,null,null,null,null,null,218,null,0,null,null,#NAME?
16/07/2024 02:29,02:29:00,CNR5208477487,Canceled by Driver,CID395323,eBike,RT Nagar,RT Nagar,null,null,null,Personal & Car related issue,null,null,256,null,0,null,null,#NAME?
07/07/2024 13:16,13:16:00,CNR2784806529,Success,CID264448,Prime Sedan,Magadi Road,Cox Town,301,145,null,null,No,null,342,UPI,13,3.7,3.4,#NAME?
22/07/2024 08:15,08:15:00,CNR9158255048,Success,CID423833,Prime SUV,Koramangala,Richmond Town,49,105,null,null,No,null,445,Cash,2,5,3.3,#NAME?
04/07/2024 13:48,13:48:00,CNR3074008264,Canceled by Driver,CID490562,Prime SUV,HSR Layout,Kengeri,null,null,null,Personal & Car related issue,null,null,403,null,0,null,null,#NAME?
19/07/2024 08:13,08:13:00,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,null,null,No,null,327,Cash,39,3.9,4,#NAME?
10/07/2024 05:46,05:46:00,CNR3107130785,Success,CID775806,Auto,Rajarajeshwari Nagar,Frazer Town,273,60,null,null,No,null,796,Cash,10,3.4,4.6,#NAME?
10/07/2024 22:27,22:27:00,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,null,null,No,null,371,Cash,46,4.3,4.2,#NAME?
22/07/2024 00:17,00:17:00,CNR5356461401,Success,CID974686,Bike,Bellandur,Mysore Road,77,85,null,null,No,null,209,Credit Card,27,4.5,4.3,#NAME?
19/07/2024 07:03,07:03:00,CNR6230414626,Canceled by Customer,CID143850,Prime Sedan,Tumkur Road,Malleshwaram,null,null,Change of plans,null,null,null,2008,null,0,null,null,#NAME?
23/07/2024 16:15,16:15:00,CNR9848023419,Canceled by Customer,CID200911,Auto,Langford Town,Hulimavu,null,null,Change of plans,null,null,null,255,null,0,null,null,#NAME?
21/07/2024 20:06,20:06:00,CNR3246542979,Success,CID663499,eBike,Mysore Road,Indiranagar,42,50,null,null,No,null,101,UPI,17,3.4,3.1,#NAME?
04/07/2024 03:08,03:08:00,CNR7874049610,Success,CID236414,Prime Plus,Sahakar Nagar,HSR Layout,203,100,null,null,No,null,960,UPI,44,3.2,4.7,#NAME?
28/07/2024 18:24,18:24:00,CNR6035501952,Success,CID398994,Prime Sedan,Indiranagar,Hebbal,308,135,null,null,No,null,169,UPI,17,3.1,3.1,#NAME?
18/07/2024 12:52,12:52:00,CNR4481374455,Success,CID499189,Prime Plus,Electronic City,Marathahalli,294,105,null,null,No,null,679,UPI,34,4,4.5,#NAME?
24/07/2024 15:45,15:45:00,CNR2357234097,Success,CID515000,Auto,Chamarajpet,JP Nagar,245,25,null,null,No,null,554,UPI,5,3,4.9,#NAME?
21/07/2024 13:34,13:34:00,CNR2039847064,Canceled by Driver,CID703018,Bike,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,155,null,0,null,null,#NAME?
14/07/2024 17:31,17:31:00,CNR5966858733,Success,CID206866,Auto,Rajajinagar,Richmond Town,84,105,null,null,No,null,329,Cash,6,3.3,4,#NAME?
15/07/2024 13:31,13:31:00,CNR7903784728,Success,CID139760,Prime Plus,Kengeri,Sarjapur Road,63,125,null,null,No,null,107,UPI,39,3.3,4.9,#NAME?
18/07/2024 12:19,12:19:00,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,null,null,No,null,312,UPI,29,4.1,4.4,#NAME?
14/07/2024 07:52,07:52:00,CNR2832086626,Success,CID295295,Prime Sedan,Koramangala,Sahakar Nagar,126,80,null,null,No,null,280,Cash,36,4.7,3.9,#NAME?
20/07/2024 05:44,05:44:00,CNR4998197969,Success,CID223930,Prime SUV,Shivajinagar,Sahakar Nagar,56,55,null,null,No,null,650,Cash,36,4.7,4.8,#NAME?
29/07/2024 09:42,09:42:00,CNR6156105428,Driver Not Found,CID478161,Prime Sedan,Richmond Town,Sarjapur Road,null,null,null,null,null,null,666,null,0,null,null,#NAME?
19/07/2024 21:32,21:32:00,CNR5096259907,Canceled by Driver,CID713572,eBike,JP Nagar,Hebbal,null,null,null,Personal & Car related issue,null,null,176,null,0,null,null,#NAME?
27/07/2024 07:25,07:25:00,CNR9122241273,Success,CID562063,Auto,Tumkur Road,Devanahalli,84,135,null,null,No,null,496,Cash,8,4.7,3.6,#NAME?
22/07/2024 00:58,00:58:00,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,null,null,No,null,317,Credit Card,47,4.9,3.3,#NAME?
20/07/2024 21:16,21:16:00,CNR5524915002,Success,CID450098,Auto,Frazer Town,KR Puram,280,130,null,null,No,null,962,Cash,11,4.5,3,#NAME?
07/07/2024 12:22,12:22:00,CNR5958445056,Canceled by Driver,CID446941,eBike,Langford Town,Majestic,null,null,null,More than permitted people in there,null,null,642,null,0,null,null,#NAME?
30/07/2024 11:53,11:53:00,CNR3211877735,Success,CID743117,Prime Sedan,Cox Town,HSR Layout,287,70,null,null,No,null,228,Cash,23,4.8,3.4,#NAME?
16/07/2024 17:46,17:46:00,CNR9388107682,Canceled by Customer,CID840346,Prime Sedan,Mysore Road,Indiranagar,null,null,Driver is not moving towards pickup location,null,null,null,216,null,0,null,null,#NAME?
09/07/2024 06:53,06:53:00,CNR1998613771,Success,CID884765,eBike,Mysore Road,Chickpet,168,100,null,null,No,null,477,Credit Card,41,3.2,4,#NAME?
14/07/2024 02:28,02:28:00,CNR6923677666,Driver Not Found,CID124935,Bike,Majestic,Chamarajpet,null,null,null,null,null,null,277,null,0,null,null,#NAME?
26/07/2024 22:49,22:49:00,CNR1852454738,Driver Not Found,CID781523,Prime SUV,Banashankari,Bannerghatta Road,null,null,null,null,null,null,601,null,0,null,null,#NAME?
12/07/2024 12:04,12:04:00,CNR2441774613,Canceled by Customer,CID166563,Bike,Shivajinagar,KR Puram,null,null,AC is Not working,null,null,null,258,null,0,null,null,#NAME?
07/07/2024 00:22,00:22:00,CNR3551606226,Success,CID115356,Bike,Langford Town,Bannerghatta Road,140,55,null,null,No,null,345,Cash,43,4.8,4.6,#NAME?
28/07/2024 08:08,08:08:00,CNR9266238014,Success,CID180424,Prime SUV,RT Nagar,JP Nagar,126,35,null,null,No,null,104,Cash,29,4.2,3,#NAME?
16/07/2024 15:40,15:40:00,CNR3178581771,Success,CID406782,Prime SUV,Yeshwanthpur,KR Puram,154,75,null,null,Yes,Customer Demand,780,UPI,43,3.3,4.4,#NAME?
21/07/2024 22:04,22:04:00,CNR6630122956,Success,CID485217,Prime Plus,Shantinagar,Sarjapur Road,70,45,null,null,No,null,488,Cash,42,4.4,3.8,#NAME?
04/07/2024 07:10,07:10:00,CNR6481461779,Success,CID418305,eBike,Sahakar Nagar,Sarjapur Road,182,95,null,null,No,null,349,Cash,45,4.3,4.2,#NAME?
23/07/2024 01:19,01:19:00,CNR9827470995,Canceled by Customer,CID791004,Auto,Rajajinagar,Hebbal,null,null,Change of plans,null,null,null,303,null,0,null,null,#NAME?
18/07/2024 04:03,04:03:00,CNR7059118300,Success,CID846189,Prime Sedan,Ramamurthy Nagar,Cox Town,266,55,null,null,No,null,458,UPI,47,3.2,3.8,#NAME?
07/07/2024 22:03,22:03:00,CNR9098980512,Success,CID778985,Prime Plus,Koramangala,Hennur,196,105,null,null,No,null,203,Cash,39,3.5,3.1,#NAME?
04/07/2024 04:48,04:48:00,CNR5075935226,Driver Not Found,CID310944,Prime SUV,Majestic,Sahakar Nagar,null,null,null,null,null,null,2695,null,0,null,null,#NAME?
27/07/2024 18:48,18:48:00,CNR9114796293,Success,CID377604,Prime SUV,Jayanagar,Shivajinagar,308,120,null,null,No,null,472,Cash,16,3.2,3.7,#NAME?
28/07/2024 06:28,06:28:00,CNR1336073950,Success,CID663645,Prime Plus,Marathahalli,Richmond Town,287,115,null,null,No,null,657,UPI,41,4.2,4.8,#NAME?
18/07/2024 06:24,06:24:00,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,null,null,No,null,747,UPI,16,3.8,4.8,#NAME?
11/07/2024 22:34,22:34:00,CNR9246105731,Success,CID411471,Prime Sedan,Magadi Road,Langford Town,210,90,null,null,No,null,114,UPI,36,4.1,4.7,#NAME?
18/07/2024 15:08,15:08:00,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189,75,null,null,No,null,137,UPI,1,4.7,3.7,#NAME?
20/07/2024 08:57,08:57:00,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280,25,null,null,Yes,Vehicle Breakdown,202,Cash,28,3.1,3.4,#NAME?
26/07/2024 01:04,01:04:00,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259,135,null,null,No,null,771,Cash,16,4.6,4.7,#NAME?
26/07/2024 22:38,22:38:00,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231,90,null,null,No,null,849,Cash,37,3.8,3,#NAME?
03/07/2024 17:37,17:37:00,CNR8745813955,Canceled by Driver,CID101380,Prime SUV,Vijayanagar,Padmanabhanagar,null,null,null,Customer was coughing/sick,null,null,849,null,0,null,null,#NAME?
07/07/2024 04:08,04:08:00,CNR7237276647,Success,CID123698,Mini,KR Puram,Varthur,35,140,null,null,No,null,402,UPI,45,4.5,5,#NAME?
25/07/2024 18:13,18:13:00,CNR3538574363,Success,CID368004,Prime SUV,Hennur,Cox Town,203,90,null,null,No,null,269,Cash,40,3.2,4.2,#NAME?
15/07/2024 06:26,06:26:00,CNR4923629923,Canceled by Driver,CID176320,Auto,Jayanagar,Langford Town,null,null,null,More than permitted people in there,null,null,296,null,0,null,null,#NAME?
21/07/2024 13:49,13:49:00,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217,145,null,null,No,null,397,Cash,18,3.5,4.6,#NAME?
30/07/2024 18:52,18:52:00,CNR4550726008,Driver Not Found,CID586918,Prime Sedan,Langford Town,Chamarajpet,null,null,null,null,null,null,391,null,0,null,null,#NAME?
12/07/2024 08:54,08:54:00,CNR6155120699,Success,CID865431,Prime SUV,Tumkur Road,Devanahalli,196,110,null,null,No,null,347,Cash,9,4.9,3.8,#NAME?
14/07/2024 14:20,14:20:00,CNR8595494218,Success,CID688235,Auto,Hosur Road,Rajajinagar,154,100,null,null,No,null,290,UPI,17,3.3,4.1,#NAME?
05/07/2024 07:28,07:28:00,CNR6147414992,Success,CID234124,Prime Plus,Sahakar Nagar,Electronic City,217,55,null,null,No,null,478,UPI,4,4.3,4,#NAME?
24/07/2024 23:08,23:08:00,CNR3929678886,Success,CID797298,eBike,Hennur,KR Puram,105,75,null,null,No,null,264,Cash,27,3.2,3.6,#NAME?
03/07/2024 09:20,09:20:00,CNR1780998824,Success,CID410087,Prime Plus,Frazer Town,Ramamurthy Nagar,196,95,null,null,No,null,324,Cash,49,4.8,3.3,#NAME?
15/07/2024 16:41,16:41:00,CNR7710804440,Driver Not Found,CID820541,Prime Sedan,RT Nagar,Bannerghatta Road,null,null,null,null,null,null,438,null,0,null,null,#NAME?
06/07/2024 11:54,11:54:00,CNR8105903458,Success,CID930699,Prime SUV,Bellandur,Kengeri,287,65,null,null,No,null,285,Cash,8,4.2,4.8,#NAME?
07/07/2024 17:26,17:26:00,CNR4672172755,Success,CID129124,Prime Sedan,Banashankari,Whitefield,217,135,null,null,No,null,493,UPI,5,4.3,4.2,#NAME?
30/07/2024 16:48,16:48:00,CNR5272594548,Canceled by Driver,CID627109,Prime Plus,KR Puram,Marathahalli,null,null,null,Customer was coughing/sick,null,null,470,null,0,null,null,#NAME?
04/07/2024 21:47,21:47:00,CNR8535011317,Success,CID520411,Bike,Nagarbhavi,Bannerghatta Road,210,90,null,null,Yes,Customer Demand,155,UPI,27,4.5,3.2,#NAME?
01/07/2024 06:01,06:01:00,CNR6548861474,Success,CID523299,Bike,Varthur,Magadi Road,280,60,null,null,No,null,139,Cash,31,3.7,3.6,#NAME?
17/07/2024 17:43,17:43:00,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280,25,null,null,No,null,2851,UPI,2,3.8,3.4,#NAME?
24/07/2024 23:02,23:02:00,CNR6844255970,Canceled by Customer,CID476455,eBike,Ramamurthy Nagar,Tumkur Road,null,null,Wrong Address,null,null,null,2638,null,0,null,null,#NAME?
24/07/2024 11:37,11:37:00,CNR5106611023,Success,CID459050,Prime Sedan,MG Road,Hosur Road,147,95,null,null,Yes,Other Issue,426,UPI,15,3.9,3.9,#NAME?
08/07/2024 17:54,17:54:00,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196,105,null,null,No,null,579,Cash,20,3.5,3.6,#NAME?
02/07/2024 13:37,13:37:00,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175,145,null,null,No,null,358,Cash,42,4.1,4.6,#NAME?
21/07/2024 12:00,12:00:00,CNR7249326192,Success,CID719773,Bike,Majestic,Rajarajeshwari Nagar,105,110,null,null,No,null,165,UPI,37,3.7,4.5,#NAME?
16/07/2024 22:06,22:06:00,CNR5961372525,Driver Not Found,CID339674,Auto,Peenya,Richmond Town,null,null,null,null,null,null,2684,null,0,null,null,#NAME?
28/07/2024 01:39,01:39:00,CNR5743469846,Success,CID947691,Prime Sedan,Nagarbhavi,Ramamurthy Nagar,301,125,null,null,No,null,145,Credit Card,3,3.6,3.2,#NAME?
15/07/2024 06:16,06:16:00,CNR7807535423,Success,CID912142,Prime Plus,Basavanagudi,RT Nagar,70,75,null,null,No,null,336,UPI,13,3.9,3.4,#NAME?
20/07/2024 09:29,09:29:00,CNR7127343811,Success,CID440642,Prime SUV,Hulimavu,Sarjapur Road,42,40,null,null,Yes,Vehicle Breakdown,589,Cash,10,4,4.5,#NAME?
28/07/2024 09:41,09:41:00,CNR8143996976,Success,CID263485,Prime Plus,Hulimavu,Richmond Town,70,125,null,null,No,null,184,UPI,19,3.9,4.2,#NAME?
22/07/2024 07:49,07:49:00,CNR8265796055,Success,CID667686,eBike,Chickpet,Whitefield,245,60,null,null,No,null,250,UPI,3,5,4.8,#NAME?
21/07/2024 01:56,01:56:00,CNR2731832411,Success,CID838782,Prime SUV,Cox Town,Ramamurthy Nagar,266,80,null,null,No,null,342,Cash,33,4,3.7,#NAME?
01/07/2024 12:46,12:46:00,CNR5893227620,Success,CID724717,Mini,Electronic City,Padmanabhanagar,70,140,null,null,No,null,665,Cash,24,3.9,3.3,#NAME?
14/07/2024 10:12,10:12:00,CNR2900227014,Success,CID843412,Mini,Mysore Road,Banashankari,203,115,null,null,No,null,217,Cash,6,4.4,4.4,#NAME?
24/07/2024 23:31,23:31:00,CNR4369876269,Success,CID654749,Prime Sedan,Frazer Town,Bannerghatta Road,63,140,null,null,No,null,358,Credit Card,36,4.6,3.2,#NAME?
17/07/2024 02:34,02:34:00,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133,60,null,null,Yes,Other Issue,206,Cash,17,3.5,4.5,#NAME?
16/07/2024 01:35,01:35:00,CNR6359719407,Canceled by Customer,CID132002,Auto,Kammanahalli,Peenya,null,null,Driver is not moving towards pickup location,null,null,null,336,null,0,null,null,#NAME?
12/07/2024 17:46,17:46:00,CNR9415043355,Success,CID955162,Prime Sedan,Padmanabhanagar,Bellandur,63,140,null,null,No,null,474,UPI,10,4.2,4.5,#NAME?
26/07/2024 14:13,14:13:00,CNR7333194442,Success,CID563302,Mini,Indiranagar,JP Nagar,217,50,null,null,Yes,Other Issue,360,UPI,39,5,4.3,#NAME?
05/07/2024 13:55,13:55:00,CNR5730003067,Success,CID180372,Bike,Sahakar Nagar,Shantinagar,294,55,null,null,No,null,157,UPI,27,3.6,3.4,#NAME?
26/07/2024 08:46,08:46:00,CNR7722077781,Canceled by Driver,CID390559,Prime Sedan,Ulsoor,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,644,null,0,null,null,#NAME?
09/07/2024 17:21,17:21:00,CNR8202988828,Success,CID880766,Prime Plus,Indiranagar,Kadugodi,140,55,null,null,No,null,379,UPI,36,4.5,3.6,#NAME?
08/07/2024 15:05,15:05:00,CNR2038802889,Success,CID888203,Prime SUV,Ramamurthy Nagar,Ulsoor,91,80,null,null,No,null,451,Cash,8,3.9,4.7,#NAME?
09/07/2024 01:28,01:28:00,CNR2100101481,Canceled by Customer,CID479845,Mini,Rajarajeshwari Nagar,Marathahalli,null,null,Driver is not moving towards pickup location,null,null,null,2681,null,0,null,null,#NAME?
10/07/2024 06:15,06:15:00,CNR1407287806,Canceled by Driver,CID963222,eBike,Langford Town,Sahakar Nagar,null,null,null,Customer related issue,null,null,577,null,0,null,null,#NAME?
16/07/2024 18:03,18:03:00,CNR5232169923,Canceled by Driver,CID656452,Prime SUV,JP Nagar,Magadi Road,null,null,null,Customer was coughing/sick,null,null,150,null,0,null,null,#NAME?
23/07/2024 10:36,10:36:00,CNR2926147753,Canceled by Driver,CID297119,Prime Sedan,Bellandur,Hosur Road,null,null,null,More than permitted people in there,null,null,260,null,0,null,null,#NAME?
28/07/2024 04:45,04:45:00,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175,100,null,null,No,null,830,Cash,17,3.1,3.4,#NAME?
18/07/2024 14:29,14:29:00,CNR2362099931,Success,CID233154,Prime Plus,Kengeri,Marathahalli,259,130,null,null,No,null,218,Cash,47,3.5,4.1,#NAME?
01/07/2024 20:14,20:14:00,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112,140,null,null,No,null,180,UPI,21,4.6,4.8,#NAME?
16/07/2024 18:34,18:34:00,CNR3690929103,Success,CID545970,Prime SUV,Bellandur,Mysore Road,91,105,null,null,No,null,100,UPI,43,3.3,3.7,#NAME?
26/07/2024 15:04,15:04:00,CNR5273898512,Success,CID888630,Prime Plus,KR Puram,HSR Layout,273,130,null,null,No,null,375,Cash,37,3.6,3,#NAME?
03/07/2024 05:16,05:16:00,CNR9724333556,Success,CID203481,eBike,Hebbal,Kengeri,168,60,null,null,No,null,939,Cash,43,4.3,3.3,#NAME?
12/07/2024 11:52,11:52:00,CNR7566830663,Success,CID293107,Prime Sedan,Yeshwanthpur,Whitefield,287,115,null,null,No,null,207,Cash,10,4.7,3.2,#NAME?
20/07/2024 21:07,21:07:00,CNR7822711041,Success,CID457076,Prime SUV,Rajarajeshwari Nagar,Hulimavu,196,115,null,null,No,null,959,Cash,20,3.6,3.7,#NAME?
06/07/2024 21:53,21:53:00,CNR5652451203,Driver Not Found,CID429255,Prime SUV,HSR Layout,Varthur,null,null,null,null,null,null,434,null,0,null,null,#NAME?
29/07/2024 10:30,10:30:00,CNR2458194211,Canceled by Driver,CID761556,Auto,Ramamurthy Nagar,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,1181,null,0,null,null,#NAME?
12/07/2024 21:53,21:53:00,CNR9573102534,Canceled by Driver,CID555170,Prime Plus,Peenya,Yelahanka,null,null,null,Customer related issue,null,null,450,null,0,null,null,#NAME?
